id,rt,mz,Ion_Adduct_Identity,IIN_Group_ID,Final_Annotations,smiles,inchi_key,Annotation_Preferred,Annotation_Spectral,number of aligned features,fragment_scans,spectral_similarity,F1_P1-B-2_1_4842,F2_P1-B-3_1_4843,F3_2_P1-B-4_1_4845,F3_3_P1-B-4_1_4846,F3_P1-B-4_1_4844,LL1_P1-C-2_1_4847,LL2_P1-C-3_1_4848,LL3_2_P1-C-4_1_4850,LL3_3_P1-C-4_1_4851,LL3_P1-C-4_1_4849
1510,1.4612,327.21456,,,,,,,,2,0,,2090,1930,1320,1010,1340,984,1250,1590,1650,1550
2237,4.2597,291.08619,,,ALIGN_NIST23_Catechin 7-arabinofuranoside,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_Catechin 7-arabinofuranoside,ALIGN_NIST23_Catechin 7-arabinofuranoside,10,136,0.988,8310,5930,6100,6300,6310,151000,204000,216000,219000,225000
1513,1.4725,269.21101,,,,,,,,10,0,,3970,4350,3280,3510,4310,2660,3090,2920,3350,2890
1514,1.516,199.07706,,,,,,,,1,0,,702,789,636,609,,1360,619,1190,3610,
1515,1.4734,251.20044,,,,,,,,10,2,,5570,5940,4830,4620,5150,3870,4950,5010,4910,4630
1516,1.4682,299.16119,,,,,,,,3,3,,631,510,,,686,1680,1350,2040,5700,
1519,1.4924,210.11236,,,,,,,,4,0,,1520,1750,2030,1530,1710,1280,1490,1300,1610,1580
1524,1.4859,196.11598,,,,,,,,1,0,,2580,2480,2330,1700,1760,1980,2010,2210,2050,2130
1525,1.5049,195.11551,,,,,,,,8,23,,24100,22800,13300,8420,10400,19100,19200,18900,18100,18600
1527,1.5034,286.23741,,,,,,,,4,0,,1920,1920,1520,1460,1650,1350,1520,1470,1310,1690
1529,1.5076,245.13824,[M-H2O+H]+,169,,,,,,5,0,,4530,4550,4600,3850,4220,698,838,1970,1850,1290
1531,1.5125,158.11739,,,,,,,,7,0,,1640,1770,1560,1910,1560,1620,1630,1470,1760,1560
1535,1.5115,140.10686,,,,,,,,10,0,,3010,3040,3170,2890,2960,2780,2640,2480,2550,2360
1536,1.5136,191.08628,[M-H2O-e]+,170,,,,,,10,0,,2530,2690,2230,2250,2240,1690,1660,2050,1830,1600
1541,1.523,365.15701,,,,,,,,3,0,,964,1770,1620,1500,1810,,,,,
2790,7.2312,204.12303,,,INHOUSE_O-ACETYLCARNITINE,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_GNPS_Acetylcarnitine - 50.00 eV,ALIGN_GNPS_Acetylcarnitine - 50.00 eV,10,156,0.995,200000,171000,174000,184000,185000,169000,184000,191000,193000,194000
1550,1.5443,124.07556,,,,,,,,6,0,,1560,1670,1600,1730,1740,1530,1580,2120,1680,1670
1555,1.5519,336.16639,,,,,,,,10,0,,2460,2030,2320,2210,2630,2190,2070,2070,1750,1680
735,1.0394,200.11822,,,"ALIGN_GNPS_Massbank:EA271206 Pyrimethanil|(4,6-dimethylpyrimidin-2-yl)-phenyl-amine",CC=1C=C(C)N=C(N1)NC=2C=CC=CC2,ZLIBICFPKPWGIZ-UHFFFAOYSA-N,"ALIGN_GNPS_Massbank:EA271206 Pyrimethanil|(4,6-dimethylpyrimidin-2-yl)-phenyl-amine","ALIGN_GNPS_Massbank:EA271206 Pyrimethanil|(4,6-dimethylpyrimidin-2-yl)-phenyl-amine",10,54,0.936,94500,105000,87600,88600,95100,77900,173000,181000,181000,181000
1559,1.5827,425.05651,,,,,,,,3,0,,1950,1790,1180,1190,1550,1200,963,1010,946,1080
1560,1.5795,282.19123,,,,,,,,1,0,,1440,1130,1580,1670,1540,,512,,,
1561,1.5656,365.23194,,,,,,,,8,0,,2850,2750,2710,2180,2810,1410,1520,1580,1530,1890
1562,1.5615,181.08848,,,,,,,,6,0,,2340,2260,2510,2730,2420,1670,1680,1770,1360,1410
1564,1.5822,124.05121,,,,,,,,10,19,,61900,64000,64400,70100,65700,58700,63500,59200,53400,57900
1565,1.5762,128.10685,,,,,,,,8,0,,1880,2460,2290,2410,2420,1690,1540,1670,1640,1600
1566,1.5762,142.06098,,,,,,,,10,0,,7050,7500,8000,8430,8070,6670,6450,6360,6430,7090
2124,3.639,147.04394,[M-H2O-e]+,199,ALIGN_NIST23_(2Z)-2-(.beta.-D-Glucopyranosyloxy)-3-phenyl-2-propenoic acid,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_(2Z)-2-(.beta.-D-Glucopyranosyloxy)-3-phenyl-2-propenoic acid,ALIGN_NIST23_(2Z)-2-(.beta.-D-Glucopyranosyloxy)-3-phenyl-2-propenoic acid,10,156,0.983,148000,166000,149000,148000,171000,142000,132000,128000,127000,135000
1569,1.5802,423.05799,,,,,,,,10,0,,3590,2850,2290,2690,2910,2010,1890,1890,1940,1910
1570,1.597,195.08751,,,,,,,,3,0,,1780,1700,2180,1770,1470,1590,1460,1540,1490,1370
2974,7.8366,165.05451,[M-e]+,248,ALIGN_NIST20_L-Tyrosine,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST20_L-Tyrosine,ALIGN_NIST20_L-Tyrosine,10,92,0.96,153000,146000,151000,143000,158000,114000,137000,146000,143000,131000
1580,1.6577,96.04441,[M+Na]+,172,,,,,,11,7,,15300,9620,23200,22900,23900,4850,3840,4160,4360,4110
3309,9.1477,162.11234,,,INHOUSE_L-CARNITINE,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,INHOUSE_L-CARNITINE,INHOUSE_L-CARNITINE,10,112,0.985,154000,149000,155000,155000,156000,109000,113000,118000,124000,114000
1582,1.6321,393.15147,,,,,,,,1,0,,1660,1470,1320,1280,1490,1030,969,963,808,1300
1583,1.6148,203.05389,,,,,,,,10,0,,4120,3560,3080,3620,3080,4780,5010,4470,3730,4520
1584,1.6131,156.10184,,,,,,,,7,0,,2420,2530,2300,2980,2760,1670,2060,1720,1600,1820
1587,1.6148,132.04426,,,,,,,,8,0,,3440,3060,3660,4160,2570,1930,2450,2630,2500,3720
1589,1.6178,144.1018,,,,,,,,10,1,,4370,4790,3900,4200,3860,3070,3760,4280,3490,4410
1590,1.6234,137.08124,[M+H]+,174,,,,,,10,0,,3130,3430,3290,3310,2780,3370,4090,4170,4240,4360
1591,1.6236,138.06611,,,,,,,,10,2,,18100,17100,16400,16700,14500,18000,19100,19500,18200,21400
1592,1.6278,235.07665,,,,,,,,1,0,,,,2480,2140,2060,,,,,
1593,1.6242,163.06131,,,,,,,,10,1,,4310,4330,4770,3890,4090,4990,5040,4780,4950,5530
1595,1.6017,203.10761,,,,,,,,2,0,,503,642,2030,2100,1870,,,,,
1596,1.6253,212.14939,,,,,,,,1,0,,,,1560,2050,1630,,,,,
1598,1.6274,147.0436,,,,,,,,2,0,,2410,1950,753,932,974,,,,554,590
1602,1.6242,110.07119,,,,,,,,7,0,,2190,2000,2060,2190,2790,2140,2620,2140,1630,2120
1605,1.6263,280.99721,,,,,,,,3,0,,2190,1550,2050,1410,1600,1440,1710,1350,1450,1720
1608,1.604,229.01095,,,,,,,,1,0,,,1630,779,1070,975,,598,1120,1960,999
1610,1.6535,150.09118,,,,,,,,1,0,,1780,2330,1180,1580,1100,1380,1610,1500,1410,1320
1611,1.6571,154.08609,,,,,,,,1,0,,1560,1460,820,968,875,1160,953,976,1160,1000
1612,1.6287,169.097,[2M+Na]+,172,,,,,,7,0,,2280,1690,1920,1830,2400,2280,2410,2120,2630,2570
1615,1.6163,245.13822,,,,,,,,4,0,,1130,1200,1810,1210,1080,2970,3040,2320,2390,2530
1619,1.6833,145.13342,,,,,,,,1,0,,1760,1820,1110,1260,1120,1740,,1850,2060,2240
1620,1.6894,168.10178,,,,,,,,2,0,,2000,1960,1290,1250,1430,946,1140,1240,1130,1300
1621,1.6234,221.06452,,,,,,,,1,0,,1280,1200,1130,1160,878,1500,1530,1520,1490,1230
1629,1.6679,381.25122,[2M+H]+,175,,,,,,2,0,,3610,3450,1480,783,938,,,,,
1630,1.6513,200.14525,,,,,,,,2,0,,2320,3000,4030,3810,3770,,,,,
1632,1.6695,168.12227,,,,,,,,3,0,,,571,2400,2830,2260,,,,,620
2396,5.6824,152.05501,[M+NH4]+,213,ALIGN_NIST23_2'-Deoxyguanosine,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_Entecavir,ALIGN_NIST23_Entecavir,10,64,0.995,39800,23000,25100,27100,23400,118000,127000,128000,123000,133000
1639,1.6173,339.28882,,,,,,,,1,0,,867,586,590,608,664,1310,1480,1570,1470,1520
1641,1.679,365.27722,,,,,,,,5,5,,20400,32900,3090,4000,2510,,,3410,3120,
1643,1.6633,495.09226,[2M+H]+,176,,,,,,3,0,,7020,4100,2970,4010,2950,,,,,
1646,1.6632,248.04991,[M+H]+,176,,,,,,5,20,,77800,38900,55800,59900,60500,,,,,
1648,1.6707,270.03223,,,,,,,,2,0,,6520,13400,706,1020,,,,,,
2714,6.9853,138.05486,,,ALIGN_NIST23_Trigonelline,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_Trigonelline,ALIGN_NIST23_Trigonelline,10,37,0.76,112000,98200,97700,101000,99700,97400,108000,117000,115000,113000
2162,3.799,268.10404,[M-e]+,202,INHOUSE_ADENOSINE,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,"ALIGN_GNPS_Massbank:PB006010 Adenosine|(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol","ALIGN_GNPS_Massbank:PB006010 Adenosine|(2R,3R,4S,5R)-2-(6-aminopurin-9-yl)-5-(hydroxymethyl)oxolane-3,4-diol",10,158,1,109000,110000,98600,91700,107000,85500,94400,101000,102000,103000
1653,1.6632,82.0652,,,,,,,,9,0,,10300,10500,4700,3980,3940,9500,9370,9880,9940,9970
1655,1.662,250.04577,,,,,,,,1,0,,3390,1740,2520,2210,2540,,,,,
1656,1.6693,173.12853,,,,,,,,3,0,,2710,2950,1550,1510,1770,,,,,
2390,5.6185,163.03883,,,ALIGN_NIST23_Clovamide,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_Clovamide,ALIGN_NIST23_Clovamide,10,112,0.925,55500,33900,30700,29300,33700,85200,98500,88000,86400,99300
1658,1.6739,131.11785,[M+NH4]+,178,,,,,,4,0,,4340,4280,2320,1640,2170,,,,,
1659,1.6474,195.11074,,,,,,,,2,0,,1540,3360,2090,3380,1890,670,592,610,739,532
1660,1.6754,349.16373,,,,,,,,2,0,,,,1730,2530,2020,,,,,
1661,1.7008,343.2954,,,,,,,,8,42,,261000,162000,118000,121000,129000,175000,657,214000,203000,197000
1665,1.6851,212.20083,,,,,,,,5,0,,3700,2580,2150,2140,1870,,,,,
1853,2.3519,153.06579,[M+NH4]+,187,ALIGN_NIST23_Nudifloramide,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_Nudifloramide,ALIGN_NIST23_Nudifloramide,9,118,0.88,53200,52900,38600,37700,39500,86000,89900,82600,86000,84900
1671,1.6913,156.06534,,,,,,,,3,0,,,,,,,,1420,1690,1880,1950
1672,1.7022,98.06005,,,,,,,,10,0,,18000,19200,6950,7930,7480,18100,16900,18700,19200,18800
1674,1.7037,207.11033,[M+Na]+,179,,,,,,10,1,,26800,54100,23900,16600,19400,8880,12600,6670,6960,7610
1676,1.691,268.26338,,,,,,,,11,20,,9850,2260,1910,1930,2140,76500,72400,66700,61800,63600
1677,1.6985,296.13506,,,,,,,,10,0,,11200,10600,7110,5820,6650,4730,5050,4670,5240,5400
2697,6.9545,127.03883,,,ALIGN_NIST23_D-(-)-Tagatose,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_D-(-)-Tagatose,ALIGN_NIST23_D-(-)-Tagatose,10,5,0.941,88000,79600,78000,75800,83500,72700,72600,73100,73100,77100
1680,1.6717,309.16979,,,,,,,,3,4,,573,950,5830,6230,6000,,,,,
1681,1.7072,76.07584,,,,,,,,1,0,,2450,,,,,,,,,
2548,6.4762,188.07047,,,ALIGN_NIST23_L-Tryptophan,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_L-Tryptophan,ALIGN_NIST23_L-Tryptophan,11,126,0.94,61900,42900,44900,43600,45000,83900,80500,78500,72500,74800
1684,1.6682,188.128,[M-H2O+H]+,177,,,,,,1,1,,4250,790,556,560,,,,,,
1686,1.6643,228.12431,[M+Na]+,177,,,,,,1,1,,10600,877,,,,681,,564,507,508
1687,1.7053,196.09672,,,,,,,,10,0,,3330,4220,4430,3880,4070,2800,3120,4270,3720,3530
1696,1.7256,308.17502,,,,,,,,2,0,,,,1710,1800,1920,,,,,
1698,1.704,185.10212,,,,,,,,1,0,,1250,1990,561,,,1440,1590,1300,1290,1570
1700,1.6835,181.09697,,,,,,,,1,0,,1500,1130,968,,801,1780,1660,1220,1310,1040
1706,1.6671,144.1018,,,,,,,,1,0,,2070,2290,,,,3020,4180,1550,4440,1640
1707,1.7279,159.08222,,,,,,,,3,0,,,,8640,8710,8160,,,,,
1709,1.7039,703.57489,,,,,,,,5,0,,514,527,,,,2500,2850,2890,2620,2800
1710,1.7383,426.35728,,,,,,,,1,0,,,,,,,1060,2050,1740,1520,1540
1711,1.7318,184.07315,,,,,,,,5,0,,,,,,,2460,2530,2420,2460,2570
1714,1.7464,158.08828,,,,,,,,3,0,,,595,2150,2380,2240,,,,,
1717,1.7486,400.34164,,,,,,,,2,0,,,,,,,1300,1500,1520,1380,1570
1719,1.7458,315.03659,,,,,,,,3,0,,,,1730,2020,1750,,,,,
1720,1.7487,287.05465,,,,,,,,1,0,,,,,,,1780,2000,1690,2260,2290
1723,1.7413,150.07719,,,,,,,,2,0,,,,,,,1840,1880,2140,2510,1590
3249,8.583,303.14513,[M+H]+,283,ALIGN_NIST23_His-Phe,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_His-Phe,ALIGN_NIST23_His-Phe,10,40,0.845,73600,70000,67400,69100,68800,48500,52300,56200,51600,54700
1727,1.7532,167.11766,,,,,,,,5,0,,,,,,,5090,4370,4560,4440,4940
1729,1.7015,143.11778,[M+NH4]+,180,,,,,,10,12,,48000,51200,19300,20300,18700,51000,50400,54800,54900,51600
1730,1.7015,185.12843,[M+H]+,179,,,,,,10,59,,201000,219000,84100,95500,90900,214000,200000,213000,216000,215000
2549,6.4768,205.09702,,,ALIGN_GNPS_Spectral Match to L-Tryptophan from NIST14,C=1C=CC2=C(C1)C(CC(C(O)=O)N)=CN2,QIVBCDIJIAJPQS-UHFFFAOYSA-N,ALIGN_GNPS_Spectral Match to L-Tryptophan from NIST14,ALIGN_GNPS_Spectral Match to L-Tryptophan from NIST14,10,24,0.979,69400,57000,53500,50200,55000,45500,42900,41100,41300,39100
1732,1.753,227.17508,,,,,,,,1,0,,612,569,619,,,9650,1340,1320,1500,1400
1734,1.7022,125.10721,,,,,,,,10,0,,66100,77400,24000,24900,27700,70600,69500,71800,68800,72500
1736,1.777,117.0909,,,,,,,,2,0,,611,718,2630,2750,2870,,,,,
1738,1.7541,343.2953,,,,,,,,4,50,,1450,1500,2350,2730,1890,173000,174000,200000,212000,199000
1739,1.7413,96.04438,,,,,,,,5,7,,1170,1100,816,1240,1120,13100,12600,13100,14000,13500
1740,1.7917,194.10054,,,,,,,,4,0,,,593,,,575,1590,1560,1510,1740,1640
1741,1.7707,130.08601,,,,,,,,1,0,,976,1260,1100,1660,1630,,518,,,
1742,1.7685,168.12185,,,,,,,,1,0,,,,2650,2270,2180,525,915,692,814,620
1743,1.7565,365.27691,[M+Na]+,183,,,,,,5,0,,685,,1030,,506,4180,5570,6170,3950,4990
1744,1.7784,348.05333,,,,,,,,3,0,,1980,2050,1520,1520,1890,,,,,
1745,1.8258,193.14074,,,,,,,,1,0,,946,536,1730,1660,1970,,,,,
1746,1.786,522.35461,,,,,,,,2,0,,,,,,,1380,1300,1560,1570,1710
1747,1.7644,381.25111,[M+K]+,183,,,,,,5,0,,,,,568,537,2800,3710,3840,3080,3270
1749,1.7861,350.06854,,,,,,,,1,0,,,,,,,3740,1200,1460,1290,1800
1750,1.7493,153.09952,,,,,,,,1,0,,,538,2120,3010,2610,556,,510,,
1751,1.8002,298.09651,,,,,,,,5,0,,,,,,,2530,2590,3160,3050,2700
1753,1.78,248.04982,[M+H]+,184,,,,,,5,20,,2800,2270,1850,2040,2190,22300,22100,26500,27500,25000
3362,9.5785,365.10521,[M-e]+,296,ALIGN_GNPS_SUCROSE,C(C1C(C(C(C(O1)OC2(CO)C(C(C(CO)O2)O)O)O)O)O)O,CZMRCDWAGMRECN-UHFFFAOYSA-N,ALIGN_GNPS_SUCROSE,ALIGN_GNPS_SUCROSE,12,106,0.956,65800,58200,53100,53000,53000,57900,53600,47800,50100,50400
1756,1.8192,520.33914,,,,,,,,3,0,,,,,,,1270,1400,1670,2110,1930
1757,1.829,136.06156,,,,,,,,7,0,,1510,1730,940,920,1250,2060,2500,2570,2820,2640
1759,1.8006,270.03197,[M+Na]+,184,,,,,,5,0,,641,577,,,,1720,2010,1850,1950,1710
1760,1.8121,173.12863,,,,,,,,3,0,,598,1110,575,537,548,1360,1450,1590,1640,1750
1761,1.8686,203.66155,,,,,,,,1,0,,1750,1500,1440,1520,1560,,,,,
1763,1.8141,131.11777,[M+NH4]+,185,,,,,,5,0,,764,1020,749,663,638,2270,2120,2290,2560,2460
1765,1.8816,174.64068,,,,,,,,1,0,,1570,1660,1660,1490,1630,,,,,
1766,1.8263,127.04996,,,,,,,,5,0,,992,1350,,,,1680,2050,1540,1930,1820
3931,15.2477,175.11873,[M+H]+,334,ALIGN_GNPS_Massbank:CE000273 Arginine,C(CC(C(O)=O)N)CNC(=N)N,ODKSFYDXXFIFQN-UHFFFAOYSA-N,ALIGN_GNPS_Massbank:CE000273 Arginine,ALIGN_GNPS_Massbank:CE000273 Arginine,10,155,0.927,58400,55900,59400,60800,58600,52400,57900,60000,60900,59500
1770,1.8947,459.12672,,,,,,,,2,0,,2250,1720,577,,,,,,,
1771,1.8793,250.09326,,,,,,,,2,0,,1830,2010,1220,1220,1090,,,,,
1773,1.901,145.61973,,,,,,,,1,0,,1710,1580,1430,1630,1590,,,,,
1776,1.9072,169.04933,,,,,,,,2,0,,2200,2640,1020,895,943,,,,,
1777,1.9063,186.2216,,,,,,,,3,13,,541,665,4620,5970,5120,,,,,
1779,1.9041,155.07228,,,,,,,,4,0,,1280,1230,,619,655,1620,1650,1500,1740,1570
1781,1.9494,107.04908,,,,,,,,2,1,,5570,6670,2170,2820,2770,,,,,
1783,1.9517,475.10016,,,,,,,,2,0,,1640,1750,613,613,829,,,,,
1789,1.8869,130.04102,,,,,,,,1,0,,2890,3220,2050,2010,2160,25400,7970,9420,13400,12300
1791,1.964,303.04973,,,,,,,,1,0,,1630,2530,1510,1440,1790,,,,,
1793,1.9829,117.09088,,,,,,,,1,0,,556,688,2690,2900,2640,,,,557,
1796,1.9767,79.02134,,,,,,,,1,0,,,,,,,2100,814,1210,1280,1060
1799,2.045,214.25292,,,,,,,,5,0,,,,,,,2160,2200,2040,1860,2350
1803,2.0674,215.12527,,,,,,,,1,0,,,,1670,1750,1480,,,,,
1804,2.0621,269.25926,,,,,,,,3,10,,622,,678,741,,708,1060,5930,6300,4540
1806,2.0411,100.07568,,,,,,,,2,1,,6240,6370,3170,3330,3370,6390,6440,6520,6880,5860
1809,2.0585,107.0491,,,,,,,,3,0,,4780,5820,3020,3060,3410,,,,,
2158,3.7879,136.06162,,,ALIGN_GNPS_Adenine - 40.0 eV,C=1NC2=C(N)N=CN=C2N1,GFFGJBXGBJISGV-UHFFFAOYSA-N,"ALIGN_NIST23_Imidazo[4,5-e][1,3]diazepine-4,6,8-triamine","ALIGN_NIST23_Imidazo[4,5-e][1,3]diazepine-4,6,8-triamine",10,87,0.89,59800,58800,55500,50300,55100,46500,54200,59800,58700,58600
1812,2.0943,303.0497,,,,,,,,3,0,,1580,2260,2070,1880,2000,,,,,
1813,2.0474,181.07183,,,,,,,,3,0,,4420,4000,1750,1760,1870,2730,2660,2570,2850,2130
1815,2.073,193.14188,,,,,,,,1,0,,,534,1810,1510,1690,,,,,
1816,2.1065,316.08119,,,,,,,,2,0,,,,,,,1390,1000,1690,1510,1180
1818,2.1274,130.04098,,,,,,,,10,24,,4810,4410,4620,4080,3920,9610,10900,9400,9550,10100
1819,2.1362,248.0498,,,,,,,,10,10,,1830,1760,1600,1760,1660,4040,5260,4310,3960,4200
1822,2.1983,167.05625,,,,,,,,1,0,,7610,9370,7280,6820,7360,1880,1930,1790,1670,1680
1824,2.1781,240.23273,,,,,,,,11,59,,11500,8530,9640,9530,8760,46200,44000,43000,41100,39600
1825,2.1799,343.29518,,,,,,,,10,76,,4600,3330,3220,3390,3380,14100,14400,12600,13200,12800
1827,2.2412,155.05311,,,,,,,,1,0,,1600,1540,1490,1250,1440,,921,867,1220,1040
1821,2.2005,153.06577,,,ALIGN_NIST23_Nudifloramide,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_Nudifloramide,ALIGN_NIST23_Nudifloramide,1,18,0.897,53300,54700,38600,38600,39100,546,,,1870,
1831,2.2156,154.04853,,,,,,,,3,0,,15100,14400,12400,12300,12600,,,1300,16700,
1834,2.1862,241.23546,,,,,,,,1,0,,2250,1840,2210,1580,1600,6860,6960,7440,6880,7290
1835,2.2889,136.06167,,,,,,,,5,1,,1610,1620,1050,971,1270,2960,3190,3070,3120,3100
1837,2.2874,92.04954,,,,,,,,5,0,,2800,2610,2380,2650,2560,3660,4310,3870,4790,4270
1842,2.2768,270.2617,,,,,,,,2,0,,,,,,,,,2140,1520,1610
1843,2.3268,137.04252,,,,,,,,1,0,,1820,2440,1740,2050,1670,2570,2900,2530,3190,2930
1846,2.2907,215.08482,,,,,,,,4,0,,,,,,,1080,1710,1760,1740,1630
1850,2.3183,154.06903,[M+NH4]+,186,,,,,,3,0,,4680,4140,2950,3340,3770,5530,6220,5790,5350,5840
1650,1.6648,130.04102,,,"ALIGN_NIST23_(2S,5R)-(1R,2S,5R)-2-Isopropyl-5-methylcyclohexyl 5-(4-amino-5-fluoro-2-oxopyrimidin-1(2h)-yl)-1,3-oxathiolane-2-carboxylate",CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,"ALIGN_NIST23_(2S,5R)-(1R,2S,5R)-2-Isopropyl-5-methylcyclohexyl 5-(4-amino-5-fluoro-2-oxopyrimidin-1(2h)-yl)-1,3-oxathiolane-2-carboxylate","ALIGN_NIST23_(2S,5R)-(1R,2S,5R)-2-Isopropyl-5-methylcyclohexyl 5-(4-amino-5-fluoro-2-oxopyrimidin-1(2h)-yl)-1,3-oxathiolane-2-carboxylate",5,13,0.988,46800,30400,33100,34900,35600,,,,,
1854,2.3503,154.04936,,,,,,,,7,0,,14500,14600,12900,12100,12000,25700,24800,22500,23700,25100
1855,2.3636,155.05318,,,,,,,,2,0,,1410,1570,1570,1320,1180,2290,2040,1840,2930,2240
1857,2.3337,92.04957,,,,,,,,5,0,,3030,2560,2680,3450,2680,4420,4100,4180,4520,4330
1858,2.33,108.04429,,,,,,,,5,5,,4370,3600,2950,3050,3610,4220,4360,4130,4510,4500
1859,2.3065,282.11954,,,,,,,,5,0,,1020,926,882,739,977,2360,2310,2570,2460,2480
1860,2.3557,175.04759,,,,,,,,1,0,,1080,1030,894,884,935,1710,1660,1670,1810,2340
1863,2.4305,250.09341,,,,,,,,5,0,,1650,1540,1320,1380,1700,2450,2610,2600,2600,2880
1864,2.4243,200.01567,,,,,,,,1,0,,,,,,,682,1990,1560,1800,1440
1865,2.4549,124.05057,,,,,,,,5,0,,1330,1230,1210,838,910,1620,1740,1950,1700,1620
1866,2.4222,136.06162,,,,,,,,1,0,,1260,1660,1400,1190,1650,2860,3020,3190,2960,3140
1872,2.4708,113.03446,,,,,,,,3,0,,1150,1130,1050,1180,1360,1590,1530,1560,1590,1500
1873,2.5039,520.33934,,,,,,,,5,0,,,,,,,1960,2000,1940,2130,2090
1874,2.5151,151.06125,,,,,,,,9,0,,1540,1550,1660,1700,1780,2590,2630,2610,2330,2320
1875,2.5161,130.06497,,,,,,,,10,17,,4370,3340,2750,2780,2820,3260,3640,4030,3870,4030
1876,2.5185,496.33928,,,,,,,,5,0,,,,,,,1640,1770,1790,1740,1680
1879,2.5763,350.06859,,,,,,,,1,0,,1500,1450,1440,1510,1360,2620,907,879,1030,875
1880,2.6405,180.08776,,,,,,,,1,0,,2170,2290,1940,1900,2000,,,,,794
1883,2.5881,134.05991,,,,,,,,5,0,,1520,1540,1440,1560,1430,1500,1950,2070,1730,1990
1887,2.6346,147.0439,,,,,,,,7,1,,2850,2780,2660,2630,2550,1640,1820,1820,1780,2030
1889,2.6725,196.00619,,,,,,,,1,0,,,,,,,1840,814,711,615,780
1893,2.6867,79.04175,[M-H2O+H]+,188,,,,,,10,0,,6630,7120,6920,6780,6720,8020,8510,8230,8500,8180
1894,2.6874,96.04439,[M-e]+,188,,,,,,10,64,,23200,24800,23000,22700,24100,30200,28900,32500,29800,27100
1895,2.723,350.0521,,,,,,,,1,0,,,,,,,2290,944,804,941,805
1896,2.7307,349.08951,,,,,,,,1,0,,1630,1750,1140,1010,1500,625,778,632,733,602
1898,2.7164,348.05335,,,,,,,,10,96,,1540,1760,2090,2100,1630,48500,16900,12000,12400,12700
2357,5.3419,232.15419,,,ALIGN_NIST23_Isobutyryl-L-carnitine,CCCCCCCCCCCC(NCCC[N+](C)(C)[O-])=O,JNGWKQJZIUZUPR-UHFFFAOYSA-N,ALIGN_NIST23_Isobutyryl-L-carnitine,ALIGN_NIST23_Isobutyryl-L-carnitine,10,135,0.985,36800,35800,33300,34200,34400,34500,36300,38200,39400,37100
1900,2.7142,349.05609,,,,,,,,2,0,,618,,554,605,,7640,3770,2590,2220,2710
1903,2.7389,147.04388,,,,,,,,2,0,,3890,2850,2940,2630,2420,993,1520,1470,1300,1400
1905,2.814,475.09968,,,,,,,,1,0,,,,,,,1670,1930,1960,1900,1940
1906,2.7641,150.07713,,,,,,,,1,0,,911,828,772,949,996,1610,1740,1770,1520,1760
1907,2.8139,177.05449,,,,,,,,8,0,,2410,2280,2320,2410,2250,2010,2180,2120,2420,2380
1908,2.8144,307.91106,,,,,,,,1,0,,1510,1580,1140,1500,1210,771,808,886,649,793
1909,2.8155,179.99894,,,,,,,,5,0,,2000,1870,1690,1860,1570,1280,1260,1120,1270,1210
1910,2.8014,100.07556,,,,,,,,2,0,,1350,1670,1560,1310,1680,1400,1640,1290,1590,1570
1912,2.8113,162.97246,,,,,,,,10,3,,4460,4580,3880,3930,4300,2230,2640,2880,3030,3250
